,Año,Actividad,Capital Federal,Gran Buenos Aires,Resto Bs As,Catamarca,Cordoba,Corrientes,Chaco,Chubut,Entre Rios,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquen,Rio Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucuman
2245,2020-08-01,"Agricultura, ganadería, caza y silvicultura","108,485,957","17,528,543","52,665,591","424,594","43,642,586","2,830,284","3,640,477","453,627","7,200,717","199,006","1,224,434","4,714,430","789,965","6,808,637","812,166","517,078","1,614,395","7,186,518","1,219,660","4,167,627","87,917","57,487,784","484,073","23,740","6,973,315"
2246,2020-08-01,Cultivos y servicios agrícolas,"62,043,121","8,662,523","35,504,379","413,576","32,434,126","552,836","3,050,410","230,918","4,384,740","46,119","1,183,688","2,404,233","788,243","3,617,205","631,714","351,939","1,332,263","6,574,243","941,820","431,593","31,004","49,223,795","442,899","12,173","6,135,982"
2247,2020-08-01,Cultivos agrícolas,"35,813,807","6,870,091","24,694,987","394,161","22,141,489","179,455","1,807,102","194,189","2,734,994","9,673","361,711","1,116,013","140,403","1,328,712","29,809","115,896","1,171,554","5,470,658","574,320","292,964","6,930","43,319,818","216,982",491,"4,757,142"
2248,2020-08-01,"Cereales, oleaginosas y forrajeras","30,217,704","6,465,142","22,831,471","114,289","20,423,553","128,034","1,801,489","164,175","2,453,808","4,512","120,152","1,096,915","37,383","456,670","16,805","21,949","65,710","3,110,522","40,780","291,938","3,777","42,349,714","205,822",30,"1,424,399"
2249,2020-08-01,"Hortalizas, leg., flores y plantas ornam.","3,430,629","215,521","1,763,466","274,981","1,606,189","22,515","5,295","1,757","33,951","5,063","232,543","19,082","6,033","299,964","2,320","2,911","29,606","1,473,436","498,881",327,42,"940,991","8,165",56,"219,684"
2250,2020-08-01,Frutas -exc. vid para vinificar- y nueces,"2,165,474","189,428","100,052","4,890","111,748","28,906",319,"28,256","247,233",99,"9,017",16,"96,986","572,077","10,685","91,036","1,076,238","886,699","34,659",699,"3,112","29,112","2,994",405,"3,113,059"
2251,2020-08-01,Cultivos industriales (9),"15,590,578","145,793","5,762,331","14,971","5,977,972","226,895","784,005","25,090","1,279,883","12,092","792,477","934,314","647,205","2,189,328","342,823","28,978","62,125","825,283","344,580","58,163","16,881","3,686,051","141,814","1,044","923,936"
2252,2020-08-01,Plantas para la obtención de fibras,"396,860","30,199","4,222",-,"552,135",935,"529,516",137,670,"1,350",-,-,-,"1,088","1,778","1,044",177,134,523,331,43,"43,282","30,905",422,"13,828"
2253,2020-08-01,Plantas sacaríferas,"213,665",174,"1,139",19,302,78,653,-,13,-,"8,467",-,15,37,167,42,30,"140,955",672,27,-,"1,100",541,-,"521,647"
2254,2020-08-01,Vid para vinificar,"4,166,125","4,219","1,743","1,999","2,632",-,-,3,"1,296",-,-,-,"221,566","2,043,631",-,"26,094","21,852","45,073","333,929",252,51,"4,646",133,-,"3,302"
2255,2020-08-01,Plantas para preparar bebidas,"157,780",510,27,109,"17,199","3,752",22,-,109,-,-,-,-,-,"242,919",-,23,57,-,-,-,366,-,-,-
2256,2020-08-01,Tabaco,"234,251","53,051","2,184",260,739,"3,497",241,109,871,-,"441,528",-,425,194,"10,737",-,41,"188,118",74,-,-,"1,509",-,-,"9,446"
2257,2020-08-01,Especias y plantas arom. y medicinales,"2,201","1,229","57,041",21,"3,357",84,33,-,526,-,338,-,150,51,"8,643",73,2,813,-,-,-,"1,171",1,-,21
2258,2020-08-01,Otros cultivos industriales,"10,419,695","56,412","5,695,974","12,562","5,401,608","218,550","253,539","24,841","1,276,398","10,742","342,143","934,314","425,049","144,326","78,579","1,725","40,000","450,134","9,384","57,553","16,788","3,633,977","110,234",622,"375,691"
2259,2020-08-01,Producción de semillas (10),"500,580","1,133,217","1,371,147",72,"230,540",253,"2,794",146,"2,322",-,72,171,-,"4,353",602,521,456,"4,948","3,653",321,108,"198,551",1,-,"46,895"
2260,2020-08-01,Servicios agrícolas,"10,138,156","513,422","3,675,913","4,373","4,084,126","146,231","456,509","11,493","367,541","24,353","29,428","353,734",635,"94,813","258,479","206,543","98,129","273,354","19,267","80,144","7,083","2,019,375","84,102","10,638","408,009"
2261,2020-08-01,Cría de animales y servicios pecuarios (11),"46,080,628","8,784,803","17,139,752","10,933","11,083,009","2,224,421","516,214","222,307","2,789,374","151,899","39,150","2,307,353","1,720","3,181,541","54,562","163,090","281,397","608,940","277,625","3,735,743","55,858","8,244,522","33,185","10,192","807,655"
2262,2020-08-01,Cría de ganado (12),"43,371,973","8,660,572","16,272,432","8,727","10,085,476","2,208,491","501,641","215,294","1,820,692","150,837","10,412","2,221,266",918,"3,073,812","52,576","156,606","270,540","604,363","263,731","3,714,848","54,711","7,953,246","20,919","9,823","772,564"
2263,2020-08-01,Bovino (13),"23,595,662","4,552,427","10,792,216","7,589","4,665,382","1,878,328","451,226","50,696","1,382,433","150,648","8,946","2,126,750",661,"176,489","33,970","98,572","232,439","545,771","32,576","1,242,091",266,"4,051,274","16,816","2,335","182,836"
2264,2020-08-01,Ovino (14),"965,766","136,430","47,703",-,"8,244",81,2,"65,866","2,821",53,-,"3,263",246,"4,552",-,"4,577","4,242",-,-,381,"31,211","15,826",-,"6,884",-
2265,2020-08-01,Porcino (15),"476,856","131,134","269,252",566,"626,634","15,917","32,750","11,037","51,062",-,893,157,-,"1,838","13,075","1,015",492,"16,584","1,678","3,540",245,"203,676",883,239,252
2266,2020-08-01,Equino (16),"7,684","4,237","27,650",-,"1,661",-,-,94,329,-,-,198,-,-,-,17,11,60,-,-,-,"1,302",12,-,62
2267,2020-08-01,Caprino (17),"4,184","1,000","5,782",-,"8,146",48,-,162,"1,116",-,59,-,-,-,-,74,699,-,57,54,"21,468",748,-,-,5
2268,2020-08-01,En cabañas y haras (18),"160,603","7,320","168,333",175,"42,488","4,800","7,680",468,"11,871",-,-,415,-,598,-,"3,531","2,439","1,355",95,169,-,"9,011",85,-,"2,072"
2269,2020-08-01,Producción de leche (19),"2,052,872","93,541","3,071,959",286,"2,105,634",61,155,40,"195,184",135,-,"55,475",10,136,-,4,"2,013","21,990",-,"9,644",-,"2,754,387",398,-,"18,584"
2270,2020-08-01,Producción de lana y pelos de ganado,"518,588","2,726",500,-,"34,858",-,4,"2,607",3,-,1,-,-,-,-,-,231,-,-,-,193,223,-,221,47
2271,2020-08-01,Otros,"15,589,757","3,731,757","1,889,038",111,"2,592,428","309,256","9,824","84,324","175,873",2,513,"35,008",-,"2,890,199","5,532","48,816","27,974","18,602","229,325","2,458,969","1,327","916,801","2,725",145,"568,706"
2272,2020-08-01,Servicios pecuarios (exc. los veterinarios),"1,906,709","57,608","584,517","1,473","869,002","13,870","11,463","6,595","133,573",988,644,"80,292",802,"69,356","1,986","6,082","8,569","3,545","12,066","19,832","1,017","211,509","8,775",166,"30,759"
2273,2020-08-01,Producc. de granja y cría de animales (20),"801,947","66,623","282,803",732,"128,530","2,059","3,111",417,"835,109",74,"28,094","5,796",-,"38,372",-,402,"2,287","1,032","1,827","1,064",130,"79,767","3,491",203,"4,331"
2274,2020-08-01,"Caza, captura de animales vivos y silvicultura","362,209","81,218","21,461",85,"125,451","53,028","73,854",402,"26,604",989,"1,596","2,844",2,"9,892","125,890","2,050",735,"3,335",216,291,"1,055","19,467","7,989","1,375","29,678"
2275,2020-08-01,Caza y captura de animales vivos (21),"16,181","5,146",892,1,"113,209",75,64,116,300,-,-,30,-,394,-,440,-,81,-,-,-,"9,031",36,-,117
2276,2020-08-01,"Silvicultura, extracción de madera (22)","346,028","76,072","20,569",84,"12,242","52,953","73,790",286,"26,304",989,"1,596","2,814",2,"9,498","125,890","1,611",735,"3,254",216,291,"1,055","10,436","7,953","1,375","29,561"
2277,2020-08-01,Pesca (23),"753,533","21,408","624,194",-,"1,010","7,722","2,693","1,363,192","36,763",717,188,44,-,"2,552",369,650,"12,507",108,"2,731","3,894","4,235","2,080",-,"2,836",94
2278,2020-08-01,Explotación de minas y canteras,"116,627,175","4,273,077","918,224","18,511","401,070","39,330","6,021","1,566,971","117,404","2,074","661,616","95,660","44,671","963,088","18,404","13,194,405","120,915","68,978","179,378","61,673","303,529","412,668","47,092","102,954","136,582"
2279,2020-08-01,"Extracción de carbón, lignito y turba","6,498,643","62,789","121,784","14,159","57,356","17,973",328,"146,509","101,619",23,732,"34,216",-,"80,882","1,940","33,632","17,989","26,530","32,639","14,931","62,932","62,886","19,288","1,218","48,767"
2280,2020-08-01,Extracción de petróleo crudo y gas natural (24),"83,785,221","29,742","17,829",90,"26,445",63,"1,283","969,037",710,27,"1,759","19,650","36,232","156,925",623,"10,430,828","88,861","7,918","1,204",-,"127,134",958,-,"95,597","1,169"
2281,2020-08-01,Extracción de minerales de uranio y torio,"1,657",320,"4,064",-,14,-,61,294,-,-,310,-,-,355,-,5,-,123,-,-,-,287,683,-,-
2282,2020-08-01,Extracción de minerales metalíferos,"1,368,925","13,557","6,805",7,800,31,"2,164","275,959",72,-,"2,212",-,-,"2,843",-,"9,008",974,"6,740","35,234",498,"3,694","2,229",-,-,"3,227"
2283,2020-08-01,Otros,"24,972,728","4,166,668","767,743","4,255","316,455","21,262","2,185","175,172","15,002","2,024","656,602","41,794","8,439","722,083","15,841","2,720,932","13,091","27,666","110,301","46,244","109,769","346,308","27,121","6,140","83,419"
2284,2020-08-01,Industria manufacturera,"255,289,858","64,176,977","34,577,816","299,328","29,392,024","1,276,933","644,746","1,241,554","4,842,212","32,942","1,978,646","1,658,078","1,407,283","10,087,295","4,845,168","970,407","3,583,621","5,080,594","1,289,371","974,888","178,035","59,060,923","345,423","2,976,478","8,203,459"
2285,2020-08-01,Elaboración de productos alimenticios y bebidas,"101,484,401","18,156,170","11,665,316","160,830","9,361,161","922,270","133,386","374,533","3,653,728","7,820","603,271","1,103,009","1,126,816","8,079,483","3,311,777","181,921","3,105,120","2,190,654","748,418","12,002","103,638","37,843,608","190,332","94,338","6,577,906"
2286,2020-08-01,Prod. y proc. de carnes y vegetales (25),"59,633,546","11,360,762","5,313,197","158,513","4,522,025","44,037","25,855","320,474","2,871,187","1,939","90,023","810,053","859,585","1,736,548","1,263,934","26,447","2,786,610","1,138,681","613,028","5,431","80,957","28,896,886","74,297","73,654","4,761,132"
2287,2020-08-01,Elaboración de productos lácteos,"1,793,643","866,225","648,826",-,"1,758,637",27,"3,983","4,351","50,533","1,097",165,152,385,"11,137","6,526","5,010",454,"4,880","18,128",720,217,"6,599,619",216,182,"7,250"
2288,2020-08-01,Elaboración de productos de molinería (26),"5,690,273","3,687,136","4,287,533","1,048","719,671","160,622","29,756","13,232","129,320","1,406","6,608","269,934",171,"33,495","8,434","6,597","83,945","148,167","38,651",447,"12,626","1,161,613","1,144","4,541","10,699"
2289,2020-08-01,Elaboración de bebidas,"15,899,788","1,293,597","355,887","1,022","689,075","16,245","6,892","22,818","293,281","1,515","1,788","11,541","265,638","6,231,343","6,824","112,581","187,205","639,474","61,994","1,807","6,904","47,811","37,013","8,320","925,692"
2290,2020-08-01,Otros,"18,467,150","948,449","1,059,873",246,"1,671,752","701,338","66,900","13,658","309,408","1,863","504,687","11,328","1,037","66,960","2,026,059","31,285","46,907","259,452","16,615","3,597","2,934","1,137,678","77,662","7,641","873,133"
2291,2020-08-01,Fabricación de productos textiles y de cuero,"19,190,222","5,157,897","1,383,852","8,394","491,593","78,484","86,075","402,848","85,707","3,352","4,261","11,538","238,781","192,857","23,476","13,018","13,744","37,339","98,902","8,576","2,039","1,539,245","48,877","138,065","15,026"
2292,2020-08-01,Productos textiles,"6,354,432","1,555,748","674,897","2,057","149,566","65,223","81,670","401,066","30,516",116,"1,656","9,710","2,291","40,471","1,927","5,793","9,835","5,885","41,293","6,992",977,"870,795","46,576","80,428","3,808"
2293,2020-08-01,Prendas de vestir (27),"6,701,777","1,177,339","582,947","5,933","289,048","4,443","3,357","1,585","51,412","2,963","1,446","1,328","4,517","145,319","20,428","7,142","3,651","3,863","54,912","1,472",759,"279,995","1,096","26,438","10,540"
2294,2020-08-01,Curtido y terminación de cueros (28),"6,134,013","2,424,810","126,008",404,"52,979","8,819","1,048",198,"3,778",272,"1,159",500,"231,973","7,067","1,121",83,259,"27,590","2,696",112,303,"388,456","1,206","31,199",679
2295,2020-08-01,Fabricación de sustancias y productos químicos,"49,740,470","11,389,206","4,655,577","1,165","3,556,578","11,134","15,441","3,875","228,311","7,003",785,"15,241",956,"198,115","46,630","10,859","10,488","384,841","82,054","756,574","3,852","2,486,893",653,"223,584","90,291"
2296,2020-08-01,"Fabricación de maquinaria, equipos e instrumentos","12,918,052","4,072,377","1,642,534","6,885","6,451,895","14,850","83,848","44,734","99,237","1,026","2,592","284,188","13,204","542,085","36,879","166,707","167,051","42,949","32,974","89,155","10,623","5,782,132","17,880","1,862,722","97,293"
2297,2020-08-01,Fabricación de maquinaria y equipo,"12,074,726","3,734,300","1,452,098","6,537","5,809,094","14,309","82,364","17,919","81,266","1,025","1,952","283,597","1,274","498,356","35,608","164,768","140,454","41,513","32,554","45,945","2,628","5,527,971","17,612","1,860,947","97,052"
2298,2020-08-01,"Maq. de oficina, contabilidad e informática","1,333,546","418,254","54,418",72,"381,787",681,402,"1,306","4,757",56,-,"11,173",22,"5,087",216,"13,176",976,76,"1,892","1,254",101,"310,662",9,"7,708","5,877"
2299,2020-08-01,"Radio, televisión y comunicaciones","2,487,678","186,190","4,480",918,"8,766","4,491",167,363,303,-,152,-,-,"1,595","6,303",517,209,268,234,675,33,"24,774",-,"1,756,820",404
2300,2020-08-01,Maquinarias y aparatos eléctricos (29),"1,552,462","1,359,734","100,741",-,"850,090",598,"5,991","5,451","19,479",221,724,"1,416",7,"124,698",82,"44,232","7,744","16,031","2,948","32,180",20,"810,880",327,"78,644","22,851"
2301,2020-08-01,Otras maquinarias y equipos,"6,701,039","1,770,121","1,292,459","5,548","4,568,452","8,539","75,803","10,800","56,728",749,"1,076","271,008","1,245","366,975","29,006","106,844","131,526","25,138","27,480","11,837","2,473","4,381,655","17,275","17,775","67,920"
2302,2020-08-01,"Instrum. médicos, ópticos y de precisión (30)","843,326","338,077","190,436",347,"642,801",541,"1,484","26,815","17,971",1,640,592,"11,929","43,731","1,271","1,939","26,597","1,436",420,"43,210","7,995","254,161",268,"1,775",241
2303,2020-08-01,Fabricación de vehículos y equipo de transporte,"10,322,569","7,366,997","5,236,740","3,129","4,422,139",216,"4,090","28,068","169,283",-,50,"2,244",-,"10,160",956,"14,563","41,296",634,"12,665",302,"12,974","2,420,947","1,562","27,036","24,261"
2304,2020-08-01,"Automotores, remolques y semirremolques","8,427,295","2,550,369","5,045,976","3,129","2,737,581",88,66,"5,437","144,099",-,36,"2,194",-,"6,048",898,"1,633","2,189",420,"11,084",295,103,"1,187,831","1,520","26,311","24,044"
2305,2020-08-01,Equipo de transporte,"1,895,274","4,816,629","190,764",-,"1,684,556",128,"4,024","22,631","25,183",-,13,50,-,"4,111",58,"12,930","39,107",214,"1,580",7,"12,870","1,233,116",42,725,217
2306,2020-08-01,Otros,"61,634,145","18,034,330","9,993,796","118,926","5,108,658","249,979","321,906","387,495","605,946","13,740","1,367,687","241,857","27,526","1,064,594","1,425,450","583,340","245,921","2,424,176","314,359","108,278","44,909","8,988,098","86,118","630,733","1,398,684"
2307,2020-08-01,Elaboración de productos de tabaco,"2,731,113","25,293","2,503",-,"2,318",674,-,1,159,-,"1,335,379","1,476",405,841,"575,964",804,"21,987","1,803,697",-,139,-,"1,250",28,6,606
2308,2020-08-01,Producción de madera (31),"892,065","456,906","223,202","2,320","252,071","193,361","45,485","25,482","187,584","2,108","2,124","18,048","6,179","143,453","706,931","7,621","38,364","63,320","8,094","3,309","1,575","192,657","9,420","16,563","74,160"
2309,2020-08-01,Fabricación de papel y de productos de papel,"10,581,294","1,901,935","183,217",28,"145,842",89,403,"1,859","15,047",28,"4,405",500,204,"56,045","6,638","136,354","35,903",569,"18,385","9,779",3,"1,188,987",72,"1,721","49,978"
2310,2020-08-01,Edición e impresión (32),"1,974,027","883,162","450,864","2,895","140,953","6,347","10,798","12,278","23,964","1,503","5,885","6,899",277,"151,132","16,120","23,286","18,586","42,766","7,615","7,025","2,966","123,750","3,332","9,714","54,236"
2311,2020-08-01,Refinación del petróleo y comb. nuclear (33),"16,712,548","411,848","101,446","9,142","223,797","10,683","21,878","35,706",120,"1,519",-,"70,975","2,100","83,008","3,097","18,728",342,892,111,"2,196","6,478","165,605","43,994","10,299","880,211"
2312,2020-08-01,Fabricación de prod. de caucho y plástico,"8,269,888","6,381,241","1,547,923",169,"1,013,442",936,"35,084","22,058","124,483",3,"7,726","15,552","5,243","255,524","38,357","11,645","11,625","28,680","27,578","2,798",97,"538,069","2,438","573,047","32,436"
2313,2020-08-01,Fabricación de prod. minerales no metálicos,"7,222,171","2,317,550","5,164,050","12,134","1,014,377","3,987","177,224","15,845","72,195","3,934","3,627","31,372","2,641","61,898","19,672","90,315","66,166","64,344","159,612","19,717","5,417","437,396","6,829","5,131","139,301"
2314,2020-08-01,Fabricación de metales comunes,"5,811,687","1,109,740","421,057",1,"762,278",985,"2,456","119,233","26,234",298,"5,796","39,206",667,"61,645","13,179","25,369","2,962","12,475","41,002","32,452",568,"1,713,456",511,"1,274","79,970"
2315,2020-08-01,Fabricación de prod. elaborados de metal (34),"5,716,029","3,580,411","985,946","90,815","921,279","15,734","11,282","136,109","91,511","2,380",637,"51,166",333,"196,238","33,447","170,920","18,796","18,330","35,866","11,005","8,767","4,164,080","1,029","2,871","73,792"
2316,2020-08-01,Reciclamiento,"442,847","110,440","44,018",-,"28,828",887,62,"2,662","29,063",-,-,-,4,512,-,"7,619","8,120","336,869","8,014","16,512","15,730","15,950",35,"4,303",114
2317,2020-08-01,Otras industrias manufactureras (35),"1,280,477","855,804","869,571","1,422","603,472","16,297","17,234","16,264","35,586","1,966","2,107","6,662","9,475","54,300","12,045","90,678","23,071","52,233","8,080","3,348","3,308","446,898","18,429","5,802","13,879"
2318,2020-08-01,"Electricidad, gas y agua","57,894,276","411,989","4,115,410","2,643","874,265","2,029,949","7,719","73,779","56,192","5,373","85,044","205,299","18,892","395,050","94,557","113,997","8,669","16,749","86,934","18,682","5,698","1,006,146","354,591","10,337","140,750"
2319,2020-08-01,"Electricidad, gas, vapor y agua caliente","57,744,457","408,243","4,091,266","2,621","831,368","2,024,329","7,310","66,903","55,266",55,"84,972","205,299","18,758","392,774","93,673","112,796","6,054","7,765","86,727","18,656","5,109","996,842","354,375","9,751","140,565"
2320,2020-08-01,Energía eléctrica (36),"46,521,536","392,553","3,498,282","2,621","827,777","2,024,328","7,307","66,141","53,673",55,"84,600","205,295","18,758","386,631","89,609","108,425","3,716","3,710","86,036","18,643","4,100","989,696","354,373","4,061","135,312"
2321,2020-08-01,Gas (37),"11,210,795","8,282","591,633",-,"3,021",-,3,762,"1,189",-,370,4,-,"6,067","4,023","4,325","2,160","4,055",654,13,"1,009","6,991",-,"5,690","5,251"
2322,2020-08-01,Suministro de vapor y agua caliente,"12,126","7,408","1,351",-,570,1,-,-,403,-,2,-,-,76,41,46,178,-,36,-,-,155,2,-,2
2323,2020-08-01,"Captación, depuración y distribución de agua","149,819","3,747","24,144",21,"42,897","5,620",408,"6,876",927,"5,318",72,-,134,"2,276",884,"1,201","2,614","8,984",207,26,589,"9,304",216,586,184
2324,2020-08-01,Construcción,"32,805,001","4,782,497","4,863,162","249,248","11,167,203","592,800","742,530","1,215,383","816,462","212,155","283,060","399,906","96,939","2,538,457","1,049,704","1,430,182","680,172","1,208,081","600,656","208,990","469,876","5,724,417","337,583","274,349","495,992"
2325,2020-08-01,Comercio al por mayor y al por menor (38),"99,819,463","34,348,302","29,567,090","631,999","27,581,080","2,550,753","3,264,370","2,406,479","5,041,147","627,417","682,244","2,887,683","303,526","4,029,785","1,757,166","2,908,726","2,968,849","2,972,656","845,632","439,170","864,332","23,547,176","869,298","972,732","4,038,075"
2326,2020-08-01,"Venta, mantenimiento y reparación de vehículos (39)","12,055,171","13,999,668","3,282,182","54,631","1,570,304","285,086","437,578","356,197","262,739","34,328","76,202","276,161","46,665","555,086","201,081","866,547","137,446","366,552","152,937","79,458","89,767","1,735,823","85,493","98,319","431,522"
2327,2020-08-01,Comercio al por mayor (40),"52,539,512","13,168,677","18,052,434","68,073","19,329,710","875,408","1,045,401","454,100","2,444,810","183,619","172,960","1,242,928","56,869","1,662,168","717,172","1,421,872","2,148,094","1,426,684","217,465","116,197","96,893","13,164,474","155,739","173,995","2,440,680"
2328,2020-08-01,Comercio al por menor (41),"35,224,781","7,179,958","8,232,473","509,295","6,681,066","1,390,259","1,781,390","1,596,183","2,333,599","409,469","433,082","1,368,593","199,993","1,812,531","838,914","620,308","683,307","1,179,420","475,230","243,515","677,672","8,646,878","628,064","700,418","1,165,873"
2329,2020-08-01,Servicios,"267,583,212","32,242,348","27,836,417","1,321,931","18,326,219","1,995,417","3,607,506","3,543,218","9,064,364","2,573,469","936,160","2,343,849","1,232,874","15,858,907","2,257,338","4,845,767","2,138,184","2,358,925","3,583,730","816,599","2,381,598","28,033,266","2,008,028","1,344,829","9,013,984"
2330,2020-08-01,Hotelería y restaurantes,"3,280,232","982,555","682,197","5,831","271,589","90,469","12,434","85,530","146,350","20,138","11,033","84,594","4,319","491,142","31,046","266,483","130,521","61,187","49,389","25,885","74,915","270,910","27,627","115,387","64,075"
2331,2020-08-01,"Transportes, almacenamiento y comunicaciones","45,927,896","3,316,995","3,930,210","16,437","2,190,412","463,910","314,233","312,104","744,145","72,960","180,249","359,138","12,621","2,197,446","493,270","1,044,522","231,503","420,256","176,492","71,967","307,812","2,802,406","62,070","181,148","468,367"
2332,2020-08-01,Transporte terrestre,"19,536,339","2,691,177","2,921,164","6,218","1,697,184","428,046","174,018","244,001","683,569","33,239","144,256","322,783","6,801","2,064,249","416,315","778,465","187,772","336,326","132,919","64,311","218,030","1,701,502","44,479","109,941","413,474"
2333,2020-08-01,Transporte por vía acuática,"1,096,308","40,011","18,910",-,"1,013","2,353",262,"2,754","1,943",8,-,-,-,472,"17,611","4,521",103,132,-,18,"41,525","22,925",-,"3,298",147
2334,2020-08-01,Transporte aéreo,"254,172","31,563","10,620",-,"36,221",96,903,260,900,5,"1,610",-,360,"16,914",876,"2,181",875,323,380,68,202,"2,008",30,"3,357","1,146"
2335,2020-08-01,Servicios anexos al transporte (42),"10,012,955","358,840","790,126","9,935","336,525","17,475","24,230","47,950","36,655","2,044","8,567","3,280","4,281","71,776","45,637","228,101","32,420","65,342","16,167","4,405","39,479","949,482","7,338","50,761","44,802"
2336,2020-08-01,Correos y telecomunicaciones,"15,028,121","195,402","189,390",284,"119,470","15,941","114,820","17,139","21,077","37,664","25,816","33,074","1,180","44,035","12,831","31,254","10,333","18,133","27,025","3,164","8,576","126,488","10,223","13,791","8,798"
2337,2020-08-01,Intermediación financiera y otros servicios financ.,"68,428,018","4,138,014","788,925","6,505","479,420","60,557","340,685","108,869","250,648","107,749","25,876","22,415",603,"248,879","35,645","125,065","39,428","132,428","33,128","18,880","22,139","3,147,356","1,322,278","80,578","135,048"
2338,2020-08-01,Banco Central de la República Argentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2339,2020-08-01,Entidades financieras autorizadas por el BCRA,"42,151,193","3,581,989","68,391",236,"38,755","7,644","4,735","73,255","133,990","101,365","3,280","1,829",-,"15,381","5,587","34,370","6,256","25,791","3,586","2,959","4,350","2,533,854","1,317,148","13,717","17,689"
2340,2020-08-01,Seguros y admin. de fondos de jubil. y pens.,"1,085,892","185,277","215,880","1,443","65,093","9,526","11,178","15,883","58,677","5,118","2,201","14,910",358,"120,980","11,009","17,066","9,633","10,930","4,604","6,178","2,442","110,810","2,892","8,958","13,088"
2341,2020-08-01,Servicios auxiliares a la actividad financiera,"3,299,115","15,101","31,012",6,"29,217","3,049","290,885","4,862","18,997",203,"1,348",123,61,"9,652","6,509","15,431","3,056","70,093",612,"1,952","3,378","81,918",16,"2,340","3,802"
2342,2020-08-01,Otros servicios financieros,"21,891,818","355,646","473,641","4,820","346,355","40,339","33,886","14,869","38,983","1,064","19,047","5,553",184,"102,864","12,540","58,197","20,483","25,615","24,327","7,791","11,969","420,774","2,221","55,561","100,470"
2343,2020-08-01,"Inmobiliarios, empresariales y de alquiler","42,568,462","7,733,830","4,998,008","38,865","4,593,055","308,715","451,453","576,969","1,073,333","21,705","308,247","633,526","43,122","1,011,257","526,757","1,054,101","332,955","714,021","256,810","133,250","247,928","3,971,319","145,470","310,512","620,099"
2344,2020-08-01,Inmobiliarios,"8,778,830","1,155,292","860,407","4,218","1,397,076","64,054","25,510","53,983","196,027","3,599","27,536","143,899","4,265","94,764","25,588","149,796","54,970","55,807","17,533","19,850","32,788","469,200","8,399","60,410","50,296"
2345,2020-08-01,Alquiler de equipo de transporte,"801,880","134,614","65,236","2,373","18,835","1,248","7,082","74,002","3,941",720,"2,046","1,823",64,"45,799","2,013","356,361","15,071","22,483","4,134","5,455","5,926","15,112","1,967","9,879","25,657"
2346,2020-08-01,Informáticos y actividades conexas,"5,123,977","1,902,236","258,707",943,"281,322","24,715","10,421","18,144","55,706","5,390","7,841","2,014","4,470","62,081","10,410","49,474","12,222","16,986","10,750","5,106","1,891","167,471","4,537","7,969","17,684"
2347,2020-08-01,Investigación y desarrollo,"107,837","25,831","56,517",953,"183,663","1,862",906,"1,672","18,878","1,010","3,103",551,278,"12,649","5,167","5,410",771,"33,684","1,539","1,241","1,725","68,401",206,683,932
2348,2020-08-01,Otros servicios empresariales,"27,755,938","4,515,857","3,757,141","30,378","2,712,158","216,837","407,534","429,168","798,782","10,986","267,721","485,240","34,046","795,965","483,580","493,060","249,920","585,061","222,855","101,598","205,597","3,251,135","130,361","231,571","525,530"
2349,2020-08-01,"Administ. pública, defensa y seguridad social oblig.","23,200,869","607,985","5,210,014","997,609","694,470","15,994","124,628","1,118,236","2,820,068","572,934","26,255","70,338","236,854","7,786,725","85,927","75,203","64,104",228,"315,705","79,157","75,678","5,891,143","23,721","17,286","5,151,340"
2350,2020-08-01,"Enseñanza, servicios sociales y de salud","16,903,452","3,380,627","2,471,633","70,470","2,560,366","235,635","365,944","343,202","1,478,666","1,074,991","157,637","403,165","27,809","597,126","180,187","759,474","341,681","329,965","444,911","79,449","330,502","1,574,601","121,971","207,834","419,685"
2351,2020-08-01,Enseñanza,"2,599,037","843,791","429,428","3,937","940,643","37,643","42,077","27,167","599,138","823,132","39,907","374,564","4,876","91,386","54,298","42,398","73,620","85,864","40,237","8,367","128,606","157,312","24,412","27,858","60,718"
2352,2020-08-01,Servicios sociales y de salud,"14,304,415","2,536,836","2,042,205","66,532","1,619,723","197,993","323,867","316,035","879,528","251,859","117,730","28,601","22,933","505,739","125,889","717,075","268,061","244,100","404,674","71,082","201,896","1,417,289","97,558","179,976","358,966"
2353,2020-08-01,Otros,"67,274,283","12,082,343","9,755,431","186,213","7,536,906","820,136","1,998,131","998,306","2,551,153","702,991","226,863","770,673","907,545","3,526,332","904,505","1,520,920","997,992","700,839","2,307,295","408,010","1,322,624","10,375,531","304,891","432,083","2,155,370"
2354,2020-08-01,Elimin. de desperdicios y aguas residuales (43),"2,984,391","142,911","112,818",-,"74,629","1,699",184,"38,989","3,992","1,257","10,684","3,222",273,"19,576","1,334","158,607","6,454","2,802","8,710","10,284","17,769","839,772","4,086","13,494","7,195"
2355,2020-08-01,Esparcimiento y servicios culturales y deportivos,"4,593,131","429,274","294,190","1,539","205,920","49,710","18,000","35,856","139,787","514,874","17,993","3,021","1,531","73,100","47,643","118,429","32,987","44,370","1,035,542","4,166","466,155","348,586","9,532","24,537","25,941"
