,Año,Actividad,Capital Federal,Gran Buenos Aires,Resto Bs As,Catamarca,Cordoba,Corrientes,Chaco,Chubut,Entre Rios,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquen,Rio Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucuman
0,2019-01-01,No identificada,"30,069,924","11,796,965","14,046,162","83,791","6,102,017","159,271","174,776","308,331","128,654","9,600","119,602","107,181","17,276","769,439","115,288","2,385,963","223,116","276,196","220,340","156,459","78,805","1,303,630","118,698","252,768","408,254"
1,2019-01-01,Personas físicas en relación de dependencia laboral,"222,066,393","111,024,612","104,464,212","3,596,091","49,631,625","8,520,360","9,743,733","14,318,083","12,549,253","5,976,194","8,099,063","5,997,674","3,197,867","21,686,074","15,416,962","15,933,633","8,709,404","19,940,227","4,661,007","3,885,331","6,496,933","49,882,060","10,275,290","7,703,433","21,806,137"
2,2019-01-01,Producción primaria,"176,365,002","9,491,460","42,537,520","247,334","33,258,390","2,583,919","2,230,516","2,192,733","6,038,677","145,373","792,622","3,878,346","610,502","6,825,430","914,558","5,164,677","2,417,923","4,435,646","897,651","1,697,969","282,585","28,099,698","507,765","36,468","6,706,569"
3,2019-01-01,"Agricultura, ganadería, caza y silvicultura","81,920,775","8,823,600","40,997,748","228,950","32,588,884","2,538,254","2,217,512","463,541","5,948,175","145,237","576,212","3,822,070","605,371","6,037,213","895,188","285,662","2,296,239","4,357,665","568,802","1,617,634","83,362","27,585,338","479,968","9,215","6,259,603"
4,2019-01-01,Cultivos y servicios agrícolas,"48,521,125","5,017,330","30,189,952","217,921","26,280,829","399,428","1,793,665","291,400","3,794,136","33,470","541,680","2,018,726","602,302","3,742,709","665,481","186,641","2,081,179","3,621,807","465,747","360,915","27,718","22,805,216","435,623","3,955","4,740,486"
5,2019-01-01,Cultivos agrícolas,"25,725,779","2,903,538","18,891,912","186,712","16,611,532","72,783","894,202","209,336","2,279,573","7,446","161,330","751,826","80,814","1,042,201","23,060","137,300","736,947","2,882,262","258,336","241,735","16,765","16,168,880","160,115",77,"3,284,188"
6,2019-01-01,"Cereales, oleaginosas y forrajeras","21,804,494","2,619,930","17,720,315","59,769","16,356,542","38,204","889,629","169,344","2,084,900","6,572","75,132","748,071","65,837","191,721","11,064","16,652","62,235","1,942,307","15,761","237,145","13,101","15,992,441","156,488",60,"742,795"
7,2019-01-01,"Hortalizas, leg., flores y plantas ornam.","2,093,442","244,598","1,108,560","123,143","233,210","20,591","4,383","15,446","23,942",619,"64,419","3,103","5,669","379,216","2,663","3,914","25,836","585,200","192,762","3,905",-,"160,930",602,17,"147,283"
8,2019-01-01,Frutas -exc. vid para vinificar- y nueces,"1,827,842","39,010","63,039","3,800","21,780","13,988",190,"24,546","170,730",255,"21,778",652,"9,309","471,264","9,333","116,734","648,875","354,755","49,811",685,"3,664","15,509","3,025",-,"2,394,111"
9,2019-01-01,Cultivos industriales (9),"13,396,694","133,844","6,387,113","26,681","6,533,244","226,280","528,694","74,023","1,143,277","15,519","357,146","917,829","520,681","2,581,632","447,438","40,269","71,874","571,621","189,118","58,399","5,838","4,302,991","147,762","1,095","856,422"
10,2019-01-01,Plantas para la obtención de fibras,"144,372","10,112","44,387",-,"2,792","1,341","272,786",369,"1,379","1,086",-,-,-,752,24,280,46,348,709,672,75,"12,686","19,764",710,"147,708"
11,2019-01-01,Plantas sacaríferas,"132,784",397,234,14,480,41,31,-,-,-,"14,320",159,9,-,558,-,-,"99,704",501,182,-,"3,301",936,-,"420,931"
12,2019-01-01,Vid para vinificar,"990,998","2,005","1,436","12,767",838,-,-,147,434,-,-,-,"219,577","2,465,670",-,"17,181","20,062","47,942","175,805",661,-,"7,489",120,1,"8,056"
13,2019-01-01,Plantas para preparar bebidas,"41,693",819,"4,423",-,"14,634","5,392",346,-,43,-,-,-,-,-,"303,904",-,3,9,-,-,-,77,-,-,"4,407"
14,2019-01-01,Tabaco,"166,927","49,394","2,604",209,"2,553","3,800",307,-,133,-,"327,098",45,273,211,"6,373",3,2,"118,059",29,-,-,793,7,-,"10,503"
15,2019-01-01,Especias y plantas arom. y medicinales,"5,357",484,476,21,"3,178",49,155,-,426,-,-,-,147,460,"11,559",37,-,760,-,-,-,"2,367",134,-,200
16,2019-01-01,Otros cultivos industriales,"11,914,564","70,632","6,333,555","13,670","6,508,769","215,657","255,068","73,506","1,140,861","14,433","15,727","917,625","300,674","114,539","125,021","22,766","51,761","304,799","12,074","56,884","5,763","4,276,277","126,800",384,"264,618"
17,2019-01-01,Producción de semillas (10),"816,653","1,358,158","1,309,935",209,"103,765",906,"1,814","1,755","3,347",-,225,125,1,"8,267",14,"1,690",307,"4,165","8,867",628,41,"248,764",-,-,"189,019"
18,2019-01-01,Servicios agrícolas,"8,581,999","621,790","3,600,991","4,319","3,032,289","99,459","368,954","6,288","367,940","10,505","22,981","348,945",806,"110,608","194,969","7,383","1,272,051","163,759","9,426","60,155","5,074","2,084,580","127,746","2,782","410,855"
19,2019-01-01,Cría de animales y servicios pecuarios (11),"33,087,588","3,652,847","10,783,189","11,013","6,270,404","2,087,729","366,705","170,774","2,130,029","111,417","32,832","1,801,022","3,068","2,286,374","63,158","96,389","214,426","727,238","102,159","1,255,874","55,047","4,753,247","32,894","3,841","1,515,406"
20,2019-01-01,Cría de ganado (12),"30,711,882","3,543,841","10,053,604","7,540","5,648,971","2,044,890","346,589","163,872","1,162,035","110,620","4,201","1,740,293","2,844","2,195,387","47,495","92,990","204,506","717,480","80,939","1,248,268","53,662","4,468,534","24,793","3,223","1,488,807"
21,2019-01-01,Bovino (13),"19,253,712","2,036,983","7,841,573","4,071","2,205,637","1,654,380","304,655","42,668","815,195","110,543","2,574","1,684,750","2,443","186,484","24,791","67,128","178,303","671,884","30,921","974,722","1,792","2,394,348","18,031","1,300","62,158"
22,2019-01-01,Ovino (14),"425,904","192,215","119,779",-,"8,909",694,"1,261","43,675","2,784",-,-,"1,906",365,499,-,"5,354","4,978",181,-,100,"46,900","14,160",1,"1,203","4,928"
23,2019-01-01,Porcino (15),"479,415","18,386","241,682",476,"348,065","38,634","25,564","1,559","43,682",-,671,303,9,"2,326","19,602","4,023","1,052","9,577","4,080",399,276,"112,105","1,292",159,"3,119"
24,2019-01-01,Equino (16),"50,868",455,"19,648",-,"2,015",1,-,-,596,-,-,27,-,439,-,17,12,348,-,-,-,"1,503",2,241,"1,391"
25,2019-01-01,Caprino (17),"4,361",108,"4,733",-,"3,770",2,-,-,"1,588",-,185,-,-,-,-,132,-,-,4,6,"4,538",440,-,-,421
26,2019-01-01,En cabañas y haras (18),"152,264","20,993","183,414",193,"42,287","4,313","7,408",434,"5,326",-,213,349,-,"1,203",172,"1,527","1,895","3,116",50,980,-,"11,051",-,-,"1,837"
27,2019-01-01,Producción de leche (19),"1,589,578","18,806","1,131,569","2,673","1,472,713",204,357,48,"181,598",74,23,"39,758",27,120,-,1,"9,908","10,872",-,"3,171",-,"1,745,136","1,499",-,"7,604"
28,2019-01-01,Producción de lana y pelos de ganado,"101,904","44,427",55,-,"1,102",-,4,"1,151",-,-,-,-,-,-,-,-,143,-,-,-,90,8,-,-,54
29,2019-01-01,Otros,"8,653,878","1,211,467","511,150",127,"1,564,472","346,663","7,342","74,336","111,266",3,537,"13,200",-,"2,004,316","2,931","14,809","8,215","21,501","45,884","268,889",65,"189,783","3,968",320,"1,407,293"
30,2019-01-01,Servicios pecuarios (exc. los veterinarios),"1,602,542","65,740","467,715","2,383","509,893","17,346","15,895","6,541","143,352",796,583,"56,470",201,"57,201","15,662","1,971","2,493","8,296","17,552","5,725",971,"214,668","7,833",215,"19,334"
31,2019-01-01,Producc. de granja y cría de animales (20),"773,163","43,265","261,870","1,089","111,541","25,493","4,221",360,"824,642",1,"28,048","4,260",23,"33,786",-,"1,428","7,427","1,462","3,668","1,881",414,"70,044",268,404,"7,264"
32,2019-01-01,"Caza, captura de animales vivos y silvicultura","312,063","153,425","24,607",17,"37,650","51,097","57,143","1,367","24,011",350,"1,700","2,321",1,"8,129","166,549","2,632",633,"8,620",897,844,597,"26,874","11,451","1,419","3,712"
33,2019-01-01,Caza y captura de animales vivos (21),"28,319","1,784",404,1,"31,890",77,20,50,481,-,-,8,-,30,-,42,11,63,-,-,-,"8,334",21,-,-
34,2019-01-01,"Silvicultura, extracción de madera (22)","283,744","151,641","24,203",16,"5,760","51,020","57,123","1,317","23,530",350,"1,700","2,313",1,"8,099","166,549","2,590",622,"8,557",897,844,597,"18,540","11,430","1,419","3,712"
35,2019-01-01,Pesca (23),"1,026,306","51,428","1,158,985",-,"1,096","9,919",422,"779,555","14,693",58,93,124,-,"9,477",402,360,"1,833",422,"38,359","48,665","2,803","3,481",38,"2,807",-
36,2019-01-01,Explotación de minas y canteras,"93,417,922","616,431","380,787","18,384","668,410","35,746","12,581","949,637","75,809",78,"216,318","56,152","5,131","778,740","18,968","4,878,655","119,851","77,558","290,490","31,671","196,420","510,879","27,759","24,447","446,966"
37,2019-01-01,"Extracción de carbón, lignito y turba","4,066,594","271,769","79,571","16,204","275,541","27,035","5,776","16,908","65,692",-,"1,292","21,070",-,"111,264","6,911","71,803","21,363","12,343","29,965","8,581","43,755","226,714","9,744","2,615","31,618"
38,2019-01-01,Extracción de petróleo crudo y gas natural (24),"68,323,868","35,894","20,387",454,"14,825",913,533,"749,968",710,-,"1,669","8,531","3,691","135,301",212,"4,701,067","63,942","8,873",813,657,"122,540","1,248",348,"16,967","1,822"
39,2019-01-01,Extracción de minerales de uranio y torio,"30,827",328,"3,013",-,54,-,60,743,"1,718",-,752,-,-,645,-,5,-,973,-,-,-,148,-,-,437
40,2019-01-01,Extracción de minerales metalíferos,"3,555,432","7,330","7,606",59,"3,430",162,"1,366","66,591",153,-,"2,803",-,-,"3,627",310,"7,939",455,"1,743","120,073",260,"4,049","1,490",657,33,866
41,2019-01-01,Otros,"17,441,201","301,112","270,211","1,667","374,561","7,636","4,846","115,427","7,536",78,"209,801","26,550","1,440","527,904","11,535","97,841","34,090","53,627","139,639","22,173","26,075","281,278","17,010","4,832","412,222"
42,2019-01-01,Industria manufacturera,"310,381,545","50,928,722","29,869,392","114,451","25,086,140","1,160,306","814,676","1,319,935","3,986,380","85,150","2,403,434","741,273","797,597","8,066,698","3,968,137","1,521,871","1,208,894","4,572,692","1,062,259","665,012","237,842","50,263,292","285,612","4,084,264","5,049,279"
43,2019-01-01,Elaboración de productos alimenticios y bebidas,"99,043,927","9,842,028","9,556,614","72,242","7,150,886","759,212","258,638","278,356","2,814,715","20,981","1,282,293","438,513","588,161","6,378,426","2,746,411","108,220","905,831","2,808,533","554,531","14,478","178,320","25,831,954","122,213","14,854","3,660,486"
44,2019-01-01,Prod. y proc. de carnes y vegetales (25),"59,300,975","3,964,199","4,155,235","69,815","3,459,184","57,034","32,698","235,902","2,587,482","4,887","63,011","249,282","372,285","895,287","1,721,523","39,486","596,655","1,254,772","398,023","6,073","159,257","19,412,300","15,301","3,735","2,678,707"
45,2019-01-01,Elaboración de productos lácteos,"2,384,521","416,883","166,846",-,"1,245,236",96,885,"7,485","28,040",-,310,360,"1,016","8,182","1,731","4,146",612,"5,677","2,008",287,"4,110","5,209,296",139,291,"1,857"
46,2019-01-01,Elaboración de productos de molinería (26),"6,008,984","1,973,620","4,119,711",338,"388,955","4,421","192,768","8,745","103,764",905,"1,762","169,804",81,"21,433","4,621","2,958","63,365","65,702","45,987",777,"11,792","235,865",342,"2,143",937
47,2019-01-01,Elaboración de bebidas,"11,914,079","2,719,678","548,778","1,383","766,220","6,439","3,788","15,789","32,634","14,220",845,"9,661","203,936","5,223,229","3,108","49,563","202,944","1,206,532","83,067","3,553","1,411","34,022","40,109","2,190","148,410"
48,2019-01-01,Otros,"19,435,368","767,648","566,044",706,"1,291,293","691,221","28,500","10,435","62,795",969,"1,216,364","9,407","10,845","230,295","1,015,427","12,067","42,255","275,849","25,447","3,787","1,750","940,471","66,321","6,494","830,575"
49,2019-01-01,Fabricación de productos textiles y de cuero,"18,257,134","4,994,138","1,271,728","9,262","510,347","107,914","172,284","732,546","96,801","31,752","4,939","6,960","159,692","119,613","27,527","16,103","8,977","15,336","54,812","115,324","3,811","1,334,938","26,228","157,852","20,964"
50,2019-01-01,Productos textiles,"7,155,285","1,534,540","720,894","2,255","267,095","104,027","163,231","688,734","33,507","29,282",835,"5,947",279,"23,839","1,601","7,365","4,464","8,273","22,894","4,943","2,272","880,280","6,335","77,271","5,406"
51,2019-01-01,Prendas de vestir (27),"4,126,864","1,398,896","501,653","6,246","179,689","3,254","4,496","42,099","57,452",24,"3,055",666,"1,067","92,007","25,579","2,390","4,137","5,688","25,515","108,991",588,"247,013","1,876","80,152","12,914"
52,2019-01-01,Curtido y terminación de cueros (28),"6,974,984","2,060,702","49,182",761,"63,563",633,"4,556","1,713","5,841","2,446","1,048",347,"158,346","3,767",347,"6,348",375,"1,375","6,401","1,390",952,"207,646","18,018",428,"2,644"
53,2019-01-01,Fabricación de sustancias y productos químicos,"48,745,648","11,698,180","5,737,859","2,301","2,761,285","35,392","24,891","3,826","148,360","10,152","1,848","2,708",534,"189,568","11,097","3,649","16,717","525,633","236,762","336,823","6,328","1,874,654","1,415","36,391","502,707"
54,2019-01-01,"Fabricación de maquinaria, equipos e instrumentos","23,911,089","4,063,213","2,023,743","8,055","4,226,635","5,729","88,379","19,745","111,441","2,188","3,276","141,350","12,841","285,506","19,257","156,311","39,878","35,304","28,388","48,374","3,466","6,062,482","36,816","3,347,688","84,060"
55,2019-01-01,Fabricación de maquinaria y equipo,"23,122,118","3,767,785","1,874,530","7,347","3,814,440","5,579","86,774","17,897","73,494","2,188","2,927","140,866",844,"254,950","16,166","153,509","31,594","33,917","28,071","12,427","2,576","5,909,939","36,352","3,346,451","83,704"
56,2019-01-01,"Maq. de oficina, contabilidad e informática","5,543,776","568,393","707,047",4,"254,424",120,"18,579",966,707,108,705,"1,590",61,"21,178",137,971,"5,245",588,"1,746","3,215",86,"376,404",160,"280,909","7,121"
57,2019-01-01,"Radio, televisión y comunicaciones","5,259,571","181,979","12,907",5,"19,064","1,954",353,"1,333",616,-,77,-,-,694,"4,841",13,9,563,-,973,320,"42,026",49,"2,840,639",276
58,2019-01-01,Maquinarias y aparatos eléctricos (29),"2,799,047","1,477,488","163,467","5,893","424,627",607,"5,099","5,454","23,194",-,644,"1,101",186,"130,666",573,"61,757","4,117","11,368","1,591","1,606",29,"1,855,691",496,"118,879","23,808"
59,2019-01-01,Otras maquinarias y equipos,"9,519,724","1,539,925","991,109","1,444","3,116,326","2,899","62,743","10,144","48,978","2,080","1,500","138,175",598,"102,412","10,614","90,767","22,223","21,399","24,734","6,633","2,140","3,635,818","35,646","106,024","52,500"
60,2019-01-01,"Instrum. médicos, ópticos y de precisión (30)","788,971","295,428","149,214",708,"412,196",149,"1,606","1,848","37,947",-,349,484,"11,996","30,556","3,091","2,802","8,284","1,387",317,"35,947",891,"152,542",463,"1,237",356
61,2019-01-01,Fabricación de vehículos y equipo de transporte,"36,904,136","3,637,859","2,006,203",161,"6,676,478",344,"76,604","20,362","171,568",531,233,"1,328",-,"12,969","3,366","3,771","60,150",850,"3,587","5,772","6,959","3,657,253","1,098","33,705","3,832"
62,2019-01-01,"Automotores, remolques y semirremolques","22,959,192","3,100,383","991,591",161,"3,998,153",90,"8,022","7,956","131,022",-,211,227,-,"10,387","3,365","3,609","59,102",656,"3,144",124,"1,919","2,734,969","1,098","32,929","2,983"
63,2019-01-01,Equipo de transporte,"13,944,944","537,476","1,014,612",-,"2,678,324",254,"68,582","12,407","40,546",531,22,"1,101",-,"2,583",1,162,"1,047",194,442,"5,648","5,040","922,285",-,776,849
64,2019-01-01,Otros,"83,519,611","16,693,304","9,273,244","22,429","3,760,509","251,715","193,880","265,100","643,495","19,546","1,110,845","150,414","36,369","1,080,617","1,160,482","1,233,818","177,342","1,187,038","184,179","144,242","38,959","11,502,011","97,842","493,774","777,230"
65,2019-01-01,Elaboración de productos de tabaco,"2,135,161","21,365","2,273",-,"2,661","1,301",-,16,96,560,"1,088,581","2,207",-,656,"478,797","1,428","14,606","857,989",4,-,24,"1,219",517,103,396
66,2019-01-01,Producción de madera (31),"1,320,803","341,487","177,470","7,936","240,934","200,773","21,085","43,901","202,824","2,322","3,285","15,490","14,586","92,720","552,680","11,012","25,687","31,718","14,271","4,220","1,623","151,896","2,519","10,959","16,366"
67,2019-01-01,Fabricación de papel y de productos de papel,"8,778,411","2,192,445","719,161",187,"348,864",350,989,"1,362","9,450",-,"3,908",532,72,"92,598","3,317","70,854","2,005",841,"7,379","27,198",-,"787,574",279,"1,739","51,009"
68,2019-01-01,Edición e impresión (32),"2,534,020","730,585","143,171","1,000","209,478","8,201","8,291","18,542","18,225","1,082","4,171","5,937",281,"92,197","9,999","21,792","4,081","43,659","12,953","10,014","2,418","77,792","4,207","6,606","11,086"
69,2019-01-01,Refinación del petróleo y comb. nuclear (33),"31,427,179","403,647","69,142","4,263","28,428","5,097","10,962","43,290","1,895",285,360,"24,604","3,138","87,298","4,590","1,001,947",35,"3,214",775,"4,586","1,974","232,065","52,905","5,480","490,902"
70,2019-01-01,Fabricación de prod. de caucho y plástico,"8,742,409","6,306,096","1,429,634",476,"995,536","1,547","13,671","11,209","209,391",131,"1,644","16,368","14,236","218,732","10,011","7,474","30,160","21,353","15,263","12,601",347,"1,039,469","6,305","448,493","69,345"
71,2019-01-01,Fabricación de prod. minerales no metálicos,"2,681,899","2,042,583","730,794","6,936","218,793","13,723","92,145","37,523","30,304","6,669","1,569","19,922",554,"105,344","37,973","33,129","69,462","48,775","81,876","40,776","3,431","435,379","11,067","12,611","63,800"
72,2019-01-01,Fabricación de metales comunes,"19,386,583","806,816","4,074,873",17,"575,057",10,"2,306","48,890","23,651","4,183","3,005","22,779",291,"180,251","12,075","4,993","2,441","10,492","4,342","1,522",229,"3,204,219",747,-,"38,113"
73,2019-01-01,Fabricación de prod. elaborados de metal (34),"4,243,883","2,841,417","939,874",211,"645,195","12,056","8,661","40,417","97,642","3,406","1,313","37,440",132,"155,045","34,295","56,072","15,726","10,781","26,640","12,380","8,917","5,076,870","2,668","4,072","29,006"
74,2019-01-01,Reciclamiento,"691,758","98,672","43,137",-,"8,916",799,61,722,"28,164",-,1,-,1,"2,497",-,"5,277",5,"110,060","12,302","21,541","17,211","5,957",35,"2,106",113
75,2019-01-01,Otras industrias manufactureras (35),"1,577,509","908,190","943,715","1,403","486,649","7,860","35,709","19,229","21,855",908,"3,010","5,137","3,078","53,276","16,745","19,841","13,133","48,156","8,375","9,403","2,785","489,572","16,594","1,605","7,093"
76,2019-01-01,"Electricidad, gas y agua","21,026,324","127,369","510,319","3,537","839,481","1,796","2,201","27,186","34,807","2,170","329,520","75,526","15,506","573,925","53,528","539,598","22,653","18,763","366,127","211,283","19,580","1,774,529","362,470","20,544","387,004"
77,2019-01-01,"Electricidad, gas, vapor y agua caliente","20,751,374","115,905","490,476","3,403","816,067","1,065","1,109","20,591","31,181","1,223","329,382","75,526","15,498","572,428","53,527","538,006","9,340","3,652","366,092","211,184","19,443","1,771,290","359,292","19,827","386,913"
78,2019-01-01,Energía eléctrica (36),"15,418,008","105,083","474,299","3,403","814,470","1,065","1,062","19,762","30,730","1,223","328,815","75,423","15,498","571,000","51,809","534,752","8,914","3,154","366,080","211,075","17,948","1,768,749","359,224","15,275","371,274"
79,2019-01-01,Gas (37),"5,314,047","4,679","15,075",-,"1,224",-,47,728,221,-,564,103,-,"1,122","1,678","3,199",354,497,-,109,"1,396","2,342",9,"4,551","15,621"
80,2019-01-01,Suministro de vapor y agua caliente,"19,319","6,143","1,102",-,373,-,-,100,230,-,2,-,-,305,39,54,71,-,12,-,99,199,59,-,18
81,2019-01-01,"Captación, depuración y distribución de agua","274,949","11,464","19,843",134,"23,414",731,"1,091","6,595","3,627",948,138,-,8,"1,497",1,"1,592","13,313","15,112",35,99,136,"3,240","3,177",717,90
82,2019-01-01,Construcción,"22,788,877","4,971,412","3,635,325","191,046","5,567,383","460,704","875,058","1,073,013","608,658","214,099","635,156","258,268","99,661","3,724,972","685,006","1,428,233","325,145","911,883","443,161","724,212","368,908","4,612,742","345,049","158,588","437,422"
83,2019-01-01,Comercio al por mayor y al por menor (38),"108,315,523","27,784,030","23,949,943","510,225","17,347,096","1,527,104","3,258,804","1,831,734","4,007,836","465,318","643,942","2,032,885","283,711","3,892,998","1,410,244","1,571,645","2,062,000","2,968,471","666,219","366,202","592,354","19,686,676","888,662","1,010,240","3,240,917"
84,2019-01-01,"Venta, mantenimiento y reparación de vehículos (39)","12,474,566","10,662,283","3,430,957","65,659","1,156,940","174,341","377,979","391,594","267,515","43,424","74,595","247,754","38,168","610,970","212,927","423,745","91,173","400,680","88,899","72,032","95,892","1,186,012","64,767","139,904","528,509"
85,2019-01-01,Comercio al por mayor (40),"60,812,401","10,855,278","13,737,781","91,163","11,136,359","507,463","1,063,035","274,297","2,062,540","124,437","149,775","778,452","62,974","1,458,401","507,523","634,875","1,363,193","1,304,364","157,276","91,764","62,781","11,941,004","216,357","162,780","1,782,656"
86,2019-01-01,Comercio al por menor (41),"35,028,556","6,266,470","6,781,205","353,402","5,053,796","845,299","1,817,789","1,165,843","1,677,781","297,457","419,572","1,006,680","182,569","1,823,628","689,794","513,025","607,634","1,263,428","420,044","202,405","433,680","6,559,662","607,538","707,556","929,751"
87,2019-01-01,Servicios,"201,716,352","24,675,673","22,081,623","411,487","13,803,502","1,595,148","2,272,215","1,977,931","4,828,450","425,639","1,949,941","2,010,146","817,337","12,018,255","2,150,114","5,400,341","1,993,710","1,515,833","2,273,827","1,113,018","1,983,721","29,531,891","666,850","1,028,689","2,985,430"
88,2019-01-01,Hotelería y restaurantes,"2,115,609","724,772","469,100","5,811","185,229","19,749","11,721","51,959","128,513","3,029","15,474","52,701","4,068","305,701","29,484","96,746","98,628","51,655","49,132","24,700","66,739","234,895","27,261","112,115","36,651"
89,2019-01-01,"Transportes, almacenamiento y comunicaciones","20,247,777","3,089,185","3,568,602","9,495","2,035,973","458,365","195,063","329,737","658,001","141,647","127,568","331,375","8,381","834,355","429,184","560,255","220,246","316,199","170,645","82,440","287,532","2,189,165","63,820","192,715","319,655"
90,2019-01-01,Transporte terrestre,"13,339,510","2,507,246","2,573,845","4,822","1,668,325","433,402","164,701","242,237","617,135","68,028","105,849","305,216","5,471","721,025","382,237","519,701","177,624","225,594","139,072","73,201","219,943","1,541,776","45,435","121,325","253,242"
91,2019-01-01,Transporte por vía acuática,"1,085,882","29,465","68,489",-,"1,154","3,396",178,"1,990","2,333",-,-,-,-,263,"17,094",475,"3,373",141,168,14,"40,663","14,589",-,"2,720","5,577"
92,2019-01-01,Transporte aéreo,"232,265","21,823","6,837",-,"6,809",102,37,472,63,5,932,60,-,"2,803",118,"1,348",716,743,10,23,384,"2,196",53,"2,658",891
93,2019-01-01,Servicios anexos al transporte (42),"3,372,281","330,295","682,235","4,008","258,649","14,649","23,894","74,249","22,634","10,455","7,829","4,100","2,164","80,144","25,072","30,837","34,330","78,890","20,955","6,900","21,717","560,213","6,257","57,958","51,976"
94,2019-01-01,Correos y telecomunicaciones,"2,217,839","200,357","237,196",665,"101,036","6,816","6,253","10,788","15,836","63,160","12,960","21,999",745,"30,120","4,663","7,893","4,204","10,831","10,440","2,301","4,825","70,390","12,074","8,055","7,969"
95,2019-01-01,Intermediación financiera y otros servicios financ.,"71,597,357","2,650,813","692,859","96,044","854,873","118,643","220,979","54,206","185,526","7,816","18,128","21,721",509,"152,972","28,993","2,190,531","26,071","44,175","21,011","12,369","17,351","15,757,212","14,210","65,267","230,774"
96,2019-01-01,Banco Central de la República Argentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
97,2019-01-01,Entidades financieras autorizadas por el BCRA,"49,671,070","2,124,522","54,140",704,"30,128","86,456","6,241","18,190","58,932",18,"2,062",638,-,"8,279","2,557","94,619","3,323","2,473","1,211","1,143","1,268","1,404,920","2,030","4,354","9,984"
98,2019-01-01,Seguros y admin. de fondos de jubil. y pens.,"835,112","156,020","204,430","1,056","55,164","6,751","13,763","21,783","68,787","7,249","1,771","13,180",258,"34,259","8,959","13,470","7,470","12,078","3,660","3,276","2,989","104,012","4,123","8,227","9,257"
99,2019-01-01,Servicios auxiliares a la actividad financiera,"5,276,311","17,362","13,855",84,"11,023","1,124","182,804","1,927","15,479",-,780,243,98,"7,927","3,016","3,783",971,"3,776","1,042",224,"2,847","34,740",83,"2,295","2,090"
100,2019-01-01,Otros servicios financieros,"15,814,864","352,911","420,435","94,200","758,557","24,313","18,169","12,307","42,328",549,"13,514","7,661",152,"102,507","14,462","2,078,658","14,308","25,848","15,099","7,726","10,247","14,213,539","7,974","50,391","209,442"
101,2019-01-01,"Inmobiliarios, empresariales y de alquiler","25,070,592","6,452,756","4,305,620","28,874","2,820,980","164,378","276,461","455,879","716,137","20,044","169,100","491,790","29,967","759,838","342,658","401,291","179,758","272,415","166,754","102,062","209,622","2,571,065","107,657","231,645","310,314"
102,2019-01-01,Inmobiliarios,"5,426,965","1,229,966","1,288,974","7,889","1,151,142","34,697","31,313","38,374","172,661","7,640","17,679","109,134","2,810","132,377","19,519","107,919","36,930","38,891","15,286","21,016","24,295","397,236","6,707","46,655","38,094"
103,2019-01-01,Alquiler de equipo de transporte,"494,517","108,062","50,354","1,912","21,546",488,"1,847","104,485","5,712",2,851,"4,375",1,"40,078","5,389","30,789","7,494","5,471","3,937","2,836","4,890","31,630","1,823","13,278","29,037"
104,2019-01-01,Informáticos y actividades conexas,"3,016,175","1,574,101","167,898",514,"178,395","6,808","7,074","13,035","37,815",514,"5,515","1,011","1,605","34,106","8,609","26,312","5,702","6,194","9,375","2,940","1,892","85,955","1,605","4,794","11,483"
105,2019-01-01,Investigación y desarrollo,"110,208","25,878","47,398",24,"107,972",980,"1,264","1,697","8,104",-,"2,575",890,79,"5,113","1,165","1,670",455,"10,237",574,"1,184","1,341","38,431","1,006",-,"2,561"
106,2019-01-01,Otros servicios empresariales,"16,022,725","3,514,747","2,750,996","18,537","1,361,924","121,407","234,964","298,288","491,846","11,889","142,480","376,381","25,472","548,163","307,976","234,601","129,178","211,622","137,584","74,086","177,204","2,017,811","96,516","166,919","229,139"
107,2019-01-01,"Administ. pública, defensa y seguridad social oblig.","15,884,217","464,040","4,790,669","59,045","635,888","1,221","116,918","61,395","271,720",2,"1,308,018","44,170","346,329","5,802,195",854,"107,694","340,545","12,715","263,066","1,051","243,737","277,106","1,081","15,973","14,762"
108,2019-01-01,"Enseñanza, servicios sociales y de salud","10,305,805","2,158,855","1,802,325","41,431","1,310,095","171,173","174,380","305,828","949,729","19,552","122,487","284,668","23,815","453,883","112,959","418,500","269,251","173,059","269,128","92,250","224,283","812,470","142,957","117,092","326,312"
109,2019-01-01,Enseñanza,"1,726,127","492,142","273,418","1,405","440,163","25,897","19,249","30,461","399,635","2,125","36,080","250,053","5,613","102,015","44,322","41,807","56,643","42,339","48,940","11,574","77,444","85,432","20,280","24,390","66,519"
110,2019-01-01,Servicios sociales y de salud,"8,579,677","1,666,712","1,528,907","40,026","869,931","145,277","155,131","275,367","550,095","17,426","86,408","34,616","18,203","351,868","68,638","376,692","212,608","130,720","220,189","80,676","146,840","727,037","122,677","92,702","259,794"
111,2019-01-01,Otros,"56,494,996","9,135,253","6,452,449","170,786","5,960,465","661,618","1,276,693","718,927","1,918,825","233,549","189,167","783,720","404,268","3,709,311","1,205,982","1,625,325","859,208","645,615","1,334,092","798,148","934,458","7,689,979","309,865","293,881","1,746,962"
